"","LRR","Year.transform","Corrected.LRR","Stems.year.T"
"1",-0.612385823915487,1.73205080756888,-0.353561120285517,107
"3",-0.03300629646817,1,-0.03300629646817,154
"4",0.166537689092693,1.4142135623731,0.11775992928058,149
"5",-0.0828876598057677,1,-0.0828876598057677,176
"6",0.148845627597565,2,0.0744228137987826,162
"7",-0.212561441983673,1,-0.212561441983673,188
"8",0.607331260975089,1.4142135623731,0.429448053062062,152
"9",-1.34075234067297,2,-0.670376170336487,279
"10",0.803290759658371,1,0.803290759658371,73
"11",-0.22621575035118,1,-0.22621575035118,163
"12",-0.22314355131421,1,-0.22314355131421,130
"13",-0.0800427076735364,1,-0.0800427076735364,104
"14",0.214775301643693,1,0.214775301643693,96
"15",-0.0517356743991889,2.23606797749979,-0.0231368969636764,119
"16",-0.227578148382075,1.4142135623731,-0.160922051970844,113
"17",-0.456758402495715,1,-0.456758402495715,90
"18",-0.405465108108164,1,-0.405465108108164,57
"19",0.387765531008763,1,0.387765531008763,38
"20",-0.361790044605503,2.23606797749979,-0.161797426664117,56
"21",0.0741079721537218,1,0.0741079721537218,39
"22",0.194156014440957,1,0.194156014440957,42
"23",0.0384662808277961,1,0.0384662808277961,51
