"","LRR","Year.transform","Corrected.LRR","Stems.year.T"
"1",-0.257594780068456,1.4142135623731,-0.182147015784662,1757
"2",-0.100626199411554,1.4142135623731,-0.0711534679689394,1358
"3",0.200078278383214,1,0.200078278383214,1228
"4",-0.0884669813223304,1,-0.0884669813223304,1500
"5",-0.0124589372676302,1.4142135623731,-0.00880979902831912,1373
"6",-0.231288727778611,1,-0.231288727778611,1356
"7",-0.287682072451781,2,-0.14384103622589,1076
"8",0.00494438584546407,1,0.00494438584546407,807
"9",-0.033859033765005,1.73205080756888,-0.0195485222587263,811
"10",-1.58923520511658,2.64575131106459,-0.6006744467896,784
"11",0.161268147596122,1,0.161268147596122,160
