"","lower","upper","prob"
"1",0,0.000368819914618762,0
"2",0,0.000368819914618762,0
"3",0,0.000368819914618762,0
"4",0,0.000368819914618762,0
"5",0,0.000368819914618762,0
"6",2.42218456404298e-05,0.000722280057723716,2e-04
"7",6.1871485748387e-05,0.000876474522514001,3e-04
"8",0.000162367934198842,0.00116644420906659,5e-04
"9",0.000549239884692365,0.0019673494805419,0.0011
"10",0.00252263102442747,0.00498046741715226,0.0036
"11",0.00449429793786634,0.00760405539528419,0.0059
"12",0.00760264757267302,0.0114911033337113,0.0094
"13",0.0111473526502974,0.0157425531569721,0.0133
"14",0.0168805153010748,0.0224043231715879,0.0195
"15",0.0235346753192379,0.0299450301814974,0.0266
"16",0.0318640709944301,0.0392097169975306,0.0354
"17",0.0426471110074827,0.0510194300190627,0.0467
"18",0.0551350175701143,0.0645234378346797,0.0597
"19",0.0658484249645997,0.0760032473149135,0.0708
"20",0.0766948553290911,0.0875500438197886,0.082
"21",0.0886408410201437,0.10019667632423,0.0943
"22",0.102858977077796,0.115169832061687,0.1089
"23",0.117893705828232,0.130925963025385,0.1243
"24",0.133450611856356,0.147159655003952,0.1402
"25",0.148056126084,0.16234535426548,0.1551
"26",0.165337689954526,0.180253434646893,0.1727
"27",0.182352159153398,0.197828805037077,0.19
"28",0.196730225244826,0.212642175781831,0.2046
"29",0.210532386554368,0.226831811337882,0.2186
"30",0.225532977060292,0.242222322112357,0.2338
"31",0.242228767334731,0.259316645598968,0.2507
"32",0.257754496465407,0.275181738342322,0.2664
"33",0.273690306507868,0.291436521511643,0.2825
"34",0.28914450631901,0.30717321130967,0.2981
"35",0.3063965630793,0.32471099717054,0.3155
"36",0.322670671783257,0.341227318309144,0.3319
"37",0.338261988587456,0.357026842512597,0.3476
"38",0.354858653136181,0.373820438051374,0.3643
"39",0.372263521715355,0.391405365273258,0.3818
"40",0.387291968807799,0.406568115001466,0.3969
"41",0.400437240860126,0.419815148466879,0.4101
"42",0.413888690021843,0.4333558307704,0.4236
"43",0.42485460683589,0.444383503074939,0.4346
"44",0.440713932737868,0.460314911200204,0.4505
"45",0.453588327506073,0.473232999206489,0.4634
"46",0.467667860713949,0.487345249823071,0.4775
"47",0.479656600255588,0.499349517962556,0.4895
"48",0.493750585704865,0.513447316623073,0.5036
"49",0.507152092247453,0.526838002042317,0.517
"50",0.521361383450376,0.541020436490854,0.5312
