"","Gbest","Glo","Gup"
"1",4.3967716565166e-07,5.73269717508088e-12,0.000611028735870936
"2",0.000482917665628669,6.23673470645883e-07,0.0227045395071627
"3",0.00532568561508141,2.8021843767507e-05,0.0818542316176006
"4",0.0182057337821371,0.000191180853925615,0.163612229725218
"5",0.0386626708134507,0.000612444189034136,0.249065547569889
"6",0.0644866380381762,0.00133967011585379,0.330090668904333
"7",0.0935135417414473,0.00235198987266345,0.403705944006075
"8",0.12410934569205,0.00359513363149641,0.469279606950753
"9",0.155157085502379,0.00500719220720736,0.527164133930433
"10",0.185932316498775,0.00653131797902838,0.578075213082793
"11",0.215983977839313,0.00812025992969748,0.62281721787174
"12",0.245044538050173,0.00973689564227824,0.662166729060036
"13",0.272967429982573,0.0113531320753182,0.696827967991088
"14",0.299684858196478,0.0129483302890874,0.727420642651772
"15",0.325179710054588,0.0145077545155478,0.763579255005598
"16",0.34946694435356,0.0160212285542802,0.797398245146883
"17",0.372581279075518,0.0174820401866073,0.826895612402701
"18",0.394569055697323,0.0188860766493712,0.853955015148209
"19",0.415482877026065,0.0202311553284336,0.876892056307042
"20",0.435378092626069,0.0215165115877428,0.89629228442919
"21",0.454310519137031,0.0227424097553824,0.912673805798107
"22",0.4723349881539,0.0239098491664917,0.926488987926133
"23",0.489504449395301,0.0250203429198487,0.938128981041657
"24",0.505869446168908,0.0260757519686213,0.947929566744799
"25",0.521477839534625,0.027078161196574,0.956177429187813
"26",0.536374697337276,0.0280297873004005,0.96311632109866
"27",0.550602291085446,0.0289329107456272,0.968952836031049
"28",0.56420016182949,0.0297898259326134,0.973861647221654
"29",0.577205228584697,0.0306028051285502,0.977990164103798
"30",0.589651921335097,0.0313740727960653,0.981462610758751
"31",0.60157232649071,0.032105787761887,0.984383560066118
"32",0.612996336695364,0.0328000312839028,0.986840971950675
"33",0.623951799660293,0.0334587995405261,0.988908789679865
"34",0.634464662615915,0.0340839994193001,0.990649148355045
"35",0.644559110294379,0.0346774467498024,0.992114246909467
"36",0.654257695260218,0.0352408663299366,0.993347930569905
"37",0.663581460021402,0.0357758932502297,0.99438702575014
"38",0.672550050765865,0.0362840751395168,0.995262464284729
"39",0.681181822840093,0.0367668750462307,0.996000229073023
"40",0.689493938259522,0.0372256747390734,0.996622148757527
"41",0.697502455645411,0.0376617782641724,0.997146565074465
"42",0.705222413040648,0.0380764156367316,0.997588892996604
"43",0.71266790408264,0.0384707465765683,0.997963691039105
"44",0.719852148015529,0.0388458642210024,0.998280238453414
"45",0.726787554013866,0.039202798767003,0.99854720031802
"46",0.733485780270803,0.0395425210086121,0.998772405907128
"47",0.739957788279394,0.0398659457464241,0.998962438371641
"48",0.746213892708347,0.0401739350540825,0.999122834590944
"49",0.75226380724512,0.0404673013929405,0.999258252764391
"50",0.758116686750877,0.0407468105706735,0.999372612970941
