"","Gbest","Glo","Gup","Year"
"1",0.000756878949705242,3.73283814844517e-07,0.0522477384910448,1
"2",0.0188730871019406,0.000109704112518055,0.214094750965606,2
"3",0.0584755669546108,0.0007479289766115,0.35477761081419,3
"4",0.105553337471276,0.00190220975155229,0.462361498140341,4
"5",0.152493158952178,0.0033052507839931,0.54496528672673,5
"6",0.196498609121354,0.00474671019736606,0.609726418497667,6
"7",0.236803941051975,0.00611013201830865,0.661578097541098,7
"8",0.273421814282139,0.00734435300085802,0.703863658922895,8
"9",0.306639197004145,0.00843437951154394,0.739069730356349,9
"10",0.336817023595172,0.00938334945683771,0.77514625344542,10
"11",0.364312199134074,0.0102025778652488,0.821299343047467,11
"12",0.389449650505431,0.0109063452496086,0.858006885812643,12
"13",0.412514946115946,0.0115092853941606,0.887135896492785,13
"14",0.433755146209878,0.0120251578898269,0.910228422727987,14
"15",0.453382635744552,0.0124663443836861,0.928532585828226,15
"16",0.471579714688088,0.012843713951776,0.94304671598163,16
"17",0.488503037444471,0.0131666686799356,0.954563799294646,17
"18",0.504287571458647,0.0134432695999861,0.963711202542574,18
"19",0.519049995990767,0.0136803910138721,0.970984213336482,19
"20",0.532891565772146,0.0138838769924695,0.976773493593157,20
"21",0.545900501744225,0.014058687642234,0.981387148397527,21
"22",0.558153979358007,0.0142090300574147,0.985068274922356,22
"23",0.569719781030334,0.0143384726728186,0.988008826361388,23
"24",0.580657671128131,0.0144500436117087,0.990360522995992,24
"25",0.591020542767555,0.0145463144679495,0.992243421741106,25
"26",0.600855377225684,0.0146294712569706,0.99375264073892,26
"27",0.610204049378738,0.0147013742841704,0.99496363570982,27
"28",0.619104006389414,0.0147636085587353,0.99593634178215,28
"29",0.627588841777182,0.0148175262048518,0.996718427348842,29
"30",0.635688782868521,0.0148642821327365,0.997347852989588,30
"31",0.643431106280643,0.0149048640497677,0.997854886294355,31
"32",0.650840493396616,0.0149401177267504,0.998263690340969,32
"33",0.657939335617543,0.0149707682892992,0.998593577743369,33
"34",0.664747997425202,0.0149974381795795,0.998860002049498,34
"35",0.671285043872441,0.015020662327756,0.999075342587976,35
"36",0.677567437971413,0.0150409009833853,0.999249526654032,36
"37",0.683610712517496,0.0150585505823906,0.999390523416705,37
"38",0.689429120127045,0.0150739529630535,0.99950473651655,38
"39",0.695035764645681,0.0150874031926731,0.999597316538995,39
"40",0.700442716574017,0.0150991562235006,0.999672410029146,40
"41",0.705661114737825,0.0151094325607779,0.999733358177691,41
"42",0.710701256082759,0.0151184230959718,0.999782855537474,42
"43",0.715572675186111,0.0151262932335607,0.999823076955793,43
"44",0.720284214838771,0.0151331864191441,0.999855779199391,44
"45",0.724844088850835,0.0151392271594843,0.999882382404162,45
"46",0.729259938067016,0.0151445236107791,0.999904035421812,46
"47",0.733538880437478,0.0151491697995034,0.999921668298741,47
"48",0.737687555871297,0.0151532475301514,0.999936034461073,48
"49",0.7417121664996,0.0151568280258328,0.999947744656134,49
"50",0.745618512890591,0.0151599733406385,0.999957294285106,50
