"","lower","upper","prob"
"1",0,0.000368819914618762,0
"2",2.42218456404298e-05,0.000722280057723716,2e-04
"3",0.00235571319478879,0.00474794827257379,0.0034
"4",0.00904909612791293,0.0132429777678565,0.011
"5",0.0199640787685635,0.0259183163024173,0.0228
"6",0.037770513516789,0.0456992641754531,0.0416
"7",0.0578336337943855,0.0674231022647434,0.0625
"8",0.0758220865415088,0.0866233548210423,0.0811
"9",0.0998369426790706,0.111993711485618,0.1058
"10",0.12141319126596,0.134604346098697,0.1279
"11",0.144230873684069,0.158372904567138,0.1512
"12",0.16573079313824,0.180660096347964,0.1731
"13",0.189145205211962,0.204831710826396,0.1969
"14",0.211617431237722,0.227946122420285,0.2197
"15",0.233038938350129,0.249911914015782,0.2414
"16",0.257655561368382,0.275080731882106,0.2663
"17",0.277057437897666,0.294867404189314,0.2859
"18",0.297669494278936,0.315843202523856,0.3067
"19",0.317310706254793,0.335790434648918,0.3265
"20",0.336871220546301,0.355618427182887,0.3462
"21",0.355355750156179,0.374323049452149,0.3648
"22",0.372064534333693,0.391204469262565,0.3816
"23",0.388287569083197,0.407571931779775,0.3979
"24",0.403824310564607,0.42322609698463,0.4135
"25",0.418374155808099,0.437867742299559,0.4281
"26",0.432334161358164,0.451899577723053,0.4421
"27",0.44759941659792,0.467225406456294,0.4574
"28",0.460776897740835,0.48044023344326,0.4706
"29",0.473861337008553,0.493548160816526,0.4837
"30",0.486252814869335,0.5059494576088,0.4961
"31",0.500050416954767,0.519743814440499,0.5099
"32",0.5107536976324,0.530434298955779,0.5206
"33",0.522562532327971,0.54221858836084,0.5324
"34",0.533075010585924,0.552699991540951,0.5429
"35",0.542489887419174,0.562079636948452,0.5523
"36",0.553211107545805,0.572752181227317,0.563
"37",0.564037186946407,0.583519807599258,0.5738
"38",0.574867991346944,0.59428270854575,0.5846
"39",0.585001118871219,0.604343693907516,0.5947
"40",0.594736909347748,0.614002249004763,0.6044
"41",0.602970238294944,0.622164139628902,0.6126
"42",0.610603671808276,0.629726275115092,0.6202
"43",0.619947954192087,0.638976570070161,0.6295
"44",0.629396535517619,0.64832250714188,0.6389
"45",0.636938095633783,0.655776572906574,0.6464
"46",0.645186421587551,0.663923464029946,0.6546
"47",0.650921815933088,0.669584744604655,0.6603
"48",0.657665336602494,0.6762373150986,0.667
"49",0.663806785943429,0.682292306557257,0.6731
"50",0.672669699783789,0.691024257396302,0.6819
