"","Gbest","Glo","Gup","Year"
"1",3.18639377189193,1,263.429550571639,1
"2",3.14205000077474,1,263.387050222014,2
"3",3.07155395262935,1,263.256448248177,3
"4",2.99984261388203,1,263.092895923133,4
"5",2.93452757855906,1,262.941100977835,5
"6",2.87686432872118,1,262.816141690117,6
"7",2.82630305890269,1,262.718759009469,7
"8",2.78189185855321,1,262.644887303452,8
"9",2.74269292926785,1,262.589611387201,9
"10",2.70789164681432,1,262.548530077931,10
"11",2.67680958995537,1,262.518090719278,11
"12",2.64888959997112,1,262.495556962146,12
"13",2.62367517198519,1,262.478870195552,13
"14",2.60079118014763,1,262.466500456116,14
"15",2.57992772325617,1,262.45731765813,15
"16",2.56082714475231,1,262.450489378808,16
"17",2.54327377597455,1,262.445402923853,17
"18",2.52708587269003,1,262.441607137208,18
"19",2.51210927169497,1,262.438769434928,19
"20",2.498212382161,1,262.436644261944,20
"21",2.48528221000183,1,262.435049994832,21
"22",2.4732211830256,1,262.433852040746,22
"23",2.46194459929231,1,262.432950464417,23
"24",2.45137856300695,1,262.43227091924,24
"25",2.44145830406108,1,262.431757989257,25
"26",2.43212680134497,1,262.431370291903,26
"27",2.42333364809644,1,262.431076868553,27
"28",2.41503411130287,1,262.430854518697,28
"29",2.40718834763722,1,262.430685826914,29
"30",2.39976074641278,1,262.430557699589,30
"31",2.39271937619786,1,262.430460277481,31
"32",2.38603551649393,1,262.430386126027,32
"33",2.37968325958617,1,262.430329631302,33
"34",2.37363917057589,1,262.430286548589,34
"35",2.36788199588708,1,262.430253664402,35
"36",2.36239241234649,1,262.430228543044,36
"37",2.35715281037523,1,262.430209336241,37
"38",2.35214710598064,1,262.430194639943,38
"39",2.34736057716293,1,262.430183386445,39
"40",2.34277972109934,1,262.430174763008,40
"41",2.33839212907611,1,262.430168150381,41
"42",2.33418637663454,1,262.430163076311,42
"43",2.33015192680328,1,262.430159180335,43
"44",2.32627904462389,1,262.430156187084,44
"45",2.32255872145259,1,262.43015388603,45
"46",2.31898260775067,1,262.430152116094,46
"47",2.31554295326679,1,262.430150753938,47
"48",2.31223255367408,1,262.430149705058,48
"49",2.30904470285886,1,262.430148896994,49
"50",2.30597315017044,1,262.430148274148,50
